Si/Al,Al/P,Si/Ge,Si/B,Na/T,K/T,OH/T,F/T,H2O/T,sda1/T,cryst_temp,cryst_time,zeo,osda,Al/Si,Al,Si,Ge/Si,Ge,B/Si,B,Na,K,OH,F,H2O,sda1
5.0,1.7179967,99.0,250.0,0.95910186,0.0,0.96007377,0.0,35.534878,0.0,100.0,48.0,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,1.4388446103719998,0.0001,1.440302669754,0.0001,53.3094239756,0.0001
2.9971778,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,90.90909,0.0,50.0,2.0,FAU,OSDA-free,0.3336472063819504,0.3336472063819504,1.0,0.0001,0.0001,0.0001,0.0001,1.9215752996999997,0.0001,2.4348978502799996,0.0001,90.936362727,0.0001
3.0845187,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,52.83942,0.0,100.0,10.0,FAU,OSDA-free,0.3241996879448324,0.3241996879448324,1.0,0.0001,0.0001,0.0001,0.0001,2.8818826998,0.0001,3.6517382335199997,0.0001,79.269697884,0.0001
13.2626,1.7179967,99.0,250.0,1.7094017,0.0,1.0,0.0,4.921177,0.0,80.0,24.0,FAU,OSDA-free,0.07539999698400011,0.07539999698400011,1.0,0.0001,0.0001,0.0001,0.0001,2.0516239254344137,0.0001,1.2002000029802322,0.0001,5.906396650066251,0.0001
400.0,1.7179967,99.0,250.0,0.03845186,0.0,0.040203072,0.0,0.9399122,0.13131006,100.0,69.36635,FAU,OSDA-free,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,0.06144705384798076,0.0001,0.06424553532750425,0.0001,1.502003688918405,0.20983682785700314
2.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,54.045986,0.0,65.0,0.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,2.689782811250046,0.0001,3.4083214880287693,0.0001,75.67518991933918,0.0001
1.5816051,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,200.0,0.0,90.0,1.4332163,FAU,OSDA-free,0.6322690790514016,0.6322690790514016,1.0,0.0001,0.0001,0.0001,0.0001,3.2020492379668206,0.0001,4.057432881882565,0.0001,333.37333730697634,0.0001
2.0,1.7179967,99.0,250.0,0.7061021,0.0,0.79593396,0.0,16.414598,0.0,100.0,40.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,0.8811788419750959,0.0001,0.9932843496166522,0.0001,20.484567964217536,0.0001
2.5,1.7179967,99.0,250.0,1.5372176,0.0,1.1986035,0.54451567,24.765152,0.0,100.0,0.0,FAU,OSDA-free,0.4,0.4,1.0,0.0001,0.0001,0.0001,0.0001,2.0509557087259553,0.0001,1.5991767794123035,0.7264928022403845,33.041665585839,0.0001
7.128583,1.7179967,99.0,250.0,1.7159364,0.0,0.7793306,0.0,3.7344465,0.0,67.10055,6.0,FAU,OSDA-free,0.14028033341268525,0.14028033341268525,1.0,0.0001,0.0001,0.0001,0.0001,1.9908295329905576,0.0001,0.904179417397551,0.0001,4.332705094182525,0.0001
2.498314,1.7179967,99.0,250.0,0.70403683,0.0,0.5103411,0.0,13.636364,0.0,100.0,65.0,FAU,OSDA-free,0.40026994204891775,0.40026994204891775,1.0,0.0001,0.0001,0.0001,0.0001,0.8449850054641932,0.0001,0.612511389740935,0.0001,16.36636411343953,0.0001
1.981598,1.7179967,99.0,250.0,1.920999,0.0,0.7741935,0.0,29.850746,0.0,90.0,24.0,FAU,OSDA-free,0.5046432222882744,0.5046432222882744,1.0,0.0001,0.0001,0.0001,0.0001,3.2020492379668206,0.0001,1.2904773540818428,0.0001,49.75721407561437,0.0001
0.6211927,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,42.273876,0.0,100.0,168.0,FAU,OSDA-free,1.60980642560674,1.60980642560674,1.0,0.0001,0.0001,0.0001,0.0001,2.305583005525023,0.0001,2.9214879607743844,0.0001,50.73710610118597,0.0001
1.5516378,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,200.0,0.0,100.0,0.5,FAU,OSDA-free,0.6444803033285217,0.6444803033285217,1.0,0.0001,0.0001,0.0001,0.0001,2.305583005525023,0.0001,2.9214879607743844,0.0001,240.04000059604644,0.0001
3.751867,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,101.4223,0.0,53.99015,0.0,FAU,OSDA-free,0.26653396828832154,0.26653396828832154,1.0,0.0001,0.0001,0.0001,0.0001,2.0350517668511685,0.0001,2.578688003060839,0.0001,107.4439033092205,0.0001
3.998929,1.7179967,99.0,250.0,1.143303,0.0,1.7777778,0.0,3.309447,0.0,80.0,24.0,FAU,OSDA-free,0.25006695542731566,0.25006695542731566,1.0,0.0001,0.0001,0.0001,0.0001,1.7151831605999999,0.0001,2.66702225556,0.0001,4.9648323894,0.0001
7.940145,1.7179967,99.0,250.0,0.6803019,0.0,0.0,0.0,11.25,0.0,110.0,144.0,FAU,OSDA-free,0.12594228442931457,0.12594228442931457,1.0,0.0001,0.0001,0.0001,0.0001,0.7348621111635254,0.0001,0.0001,0.0001,12.152249979883432,0.0001
2.5,1.7179967,99.0,250.0,0.84254545,0.0,1.0566511,0.0,14.0,0.0,80.0,3.0,FAU,OSDA-free,0.4,0.4,1.0,0.0001,0.0001,0.0001,0.0001,0.9831382049416352,0.0001,1.2329709521351095,0.0001,16.336133402872086,0.0001
1.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,29.925186,0.0,70.0,168.0,FAU,OSDA-free,1.0,1.0,1.0,0.0001,0.0001,0.0001,0.0001,2.305583005525023,0.0001,2.9214879607743844,0.0001,35.916208326384,0.0001
9.091,1.7179967,99.0,250.0,1.920999,0.0,1.0,0.0,4.0,0.0,79.98714,8.0,FAU,OSDA-free,0.10999890001099989,0.10999890001099989,1.0,0.0001,0.0001,0.0001,0.0001,2.689782811250046,0.0001,1.4002000059604645,0.0001,5.600800023841858,0.0001
6.622792,1.7179967,99.0,250.0,0.64853466,0.0,0.4957153,0.0,8.333333,0.0,100.0,336.0,FAU,OSDA-free,0.1509937198692032,0.1509937198692032,1.0,0.0001,0.0001,0.0001,0.0001,0.7783713008647839,0.0001,0.5949575045373467,0.0001,10.001666291435267,0.0001
4.4360228,1.7179967,99.0,250.0,1.920999,0.0,2.150102,0.0,57.905968,0.0,58.48275,0.0,FAU,OSDA-free,0.2254271551534857,0.2254271551534857,1.0,0.0001,0.0001,0.0001,0.0001,2.305583005525023,0.0001,2.5805524268078033,0.0001,69.49874296617324,0.0001
6.4935064,1.7179967,99.0,250.0,1.9022081,0.0,1.1890048,0.0,43.882954,0.0,100.0,7.3503733,FAU,OSDA-free,0.15400000221760002,0.15400000221760002,1.0,0.0001,0.0001,0.0001,0.0001,2.2196232344017033,0.0001,1.3874100735325174,0.0001,51.20555647543566,0.0001
20.0,1.7179967,99.0,250.0,1.7330443,0.0,1.6012454,0.0,44.0,0.0,61.29691,24.0,FAU,OSDA-free,0.05,0.05,1.0,0.0001,0.0001,0.0001,0.0001,1.8720344497610752,0.0001,1.72966527821675,0.0001,47.52879992132187,0.0001
2.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,51.231106,0.0,59.84541,168.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,2.305583005525023,0.0001,2.9214879607743844,0.0001,61.48757357388059,0.0001
2.107979,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,143.45828,0.0,70.0,0.0,FAU,OSDA-free,0.47438802758471504,0.47438802758471504,1.0,0.0001,0.0001,0.0001,0.0001,2.807998012780324,0.0001,3.55811626324337,0.0001,209.69847728025016,0.0001
15.752181,1.7179967,99.0,250.0,0.68113923,0.0,0.83772707,0.0,4.8329144,0.0,93.4669,3.222086,FAU,OSDA-free,0.063483272570319,0.063483272570319,1.0,0.0001,0.0001,0.0001,0.0001,0.681343571769,0.0001,0.837978388121,0.0001,4.8343642743199995,0.0001
7.5,1.7179967,99.0,250.0,0.7246519,0.0,0.769538,0.0,13.531467,0.0,87.35612,168.0,FAU,OSDA-free,0.13333333333333333,0.13333333333333333,1.0,0.0001,0.0001,0.0001,0.0001,0.8697272125396309,0.0001,0.923599509893402,0.0001,16.24046673372691,0.0001
5.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,41.509434,0.0,100.0,18.0,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,2.373382565438092,0.0001,3.0073992454937684,0.0001,51.284652910700714,0.0001
2.5494785,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,200.0,0.0,65.0,13.801798,FAU,OSDA-free,0.39223707907323,0.39223707907323,1.0,0.0001,0.0001,0.0001,0.0001,inf,,inf,,inf,
5.0,1.7179967,99.0,250.0,0.9677419,0.0,1.7777778,0.0,23.962078,0.0,90.0,7.900629,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,1.45180639838,0.0001,2.66702225556,0.0001,35.9479094156,0.0001
10.0,1.7179967,99.0,250.0,1.7094017,0.0,1.5350727,0.0,4.507968,0.0,69.23688,24.0,FAU,OSDA-free,0.1,0.1,1.0,0.0001,0.0001,0.0001,0.0001,1.8464957132833515,0.0001,1.658185527795076,0.0001,4.869507025539125,0.0001
1.0237585,1.7179967,99.0,250.0,1.920999,0.0,1.1314541,0.0,33.0,0.0,64.6411,168.0,FAU,OSDA-free,0.9767928666770532,0.9767928666770532,1.0,0.0001,0.0001,0.0001,0.0001,2.8818826998,0.0001,1.69740744082,0.0001,49.5066,0.0001
1.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,58.96265,0.0,100.0,3.0112965,FAU,OSDA-free,1.0,1.0,1.0,0.0001,0.0001,0.0001,0.0001,2.1134831026625114,0.0001,2.678071197147192,0.0001,64.87070761786119,0.0001
2.5,1.7179967,99.0,250.0,1.7094017,0.0,1.4409679,0.0,18.737207,0.0,75.498924,168.0,FAU,OSDA-free,0.4,0.4,1.0,0.0001,0.0001,0.0001,0.0001,2.0516239254344137,0.0001,1.7294496778744188,0.0001,22.48839589724123,0.0001
2.9956045,1.7179967,99.0,250.0,1.8535901,0.0,1.8266635,0.0,37.945942,0.0,50.0,168.0,FAU,OSDA-free,0.333822438843312,0.333822438843312,1.0,0.0001,0.0001,0.0001,0.0001,3.7631587889535214,0.0001,3.708492403193997,0.0001,77.0378548862667,0.0001
5.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,91.9221,0.0,65.0,3.0,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,2.1134831026625114,0.0001,2.678071197147192,0.0001,101.1326945569746,0.0001
1.0,1.7179967,99.0,250.0,1.0586569,0.0,0.8757738,0.0,17.301039,0.0,56.24255,72.0,FAU,OSDA-free,1.0,1.0,1.0,0.0001,0.0001,0.0001,0.0001,1.1403037569047159,0.0001,0.9433161530791699,0.0001,18.635348024515793,0.0001
0.67428726,1.7179967,99.0,250.0,1.7094017,0.0,1.9776307,0.0,37.5,0.0,90.0,24.0,FAU,OSDA-free,1.483047447759876,1.483047447759876,1.0,0.0001,0.0001,0.0001,0.0001,2.56444443034,0.0001,2.9668415761399998,0.0001,56.2575,0.0001
15.0,1.7179967,99.0,250.0,1.920999,0.0,0.9330022,0.0,4.6873536,0.0,90.0,5.0,FAU,OSDA-free,0.06666666666666667,0.06666666666666667,1.0,0.0001,0.0001,0.0001,0.0001,2.988603199848816,0.0001,1.4515225465427026,0.0001,7.292372337405104,0.0001
1.0,1.7179967,99.0,250.0,1.920999,0.0,2.400281,0.0,38.709705,0.0,79.22526,168.0,FAU,OSDA-free,1.0,1.0,1.0,0.0001,0.0001,0.0001,0.0001,2.305583005525023,0.0001,2.880817263353395,0.0001,46.459388056363906,0.0001
0.3,1.7179967,99.0,250.0,1.7094017,0.0,1.1177604,0.0,36.17009,0.0,120.0,24.0,FAU,OSDA-free,3.3333333333333335,3.3333333333333335,1.0,0.0001,0.0001,0.0001,0.0001,2.56444443034,0.0001,1.67686415208,0.0001,54.262369018,0.0001
2.5,1.7179967,99.0,250.0,0.09515871,0.0,0.13340633,0.0,10.0,0.098525904,110.0,72.0,FAU,OSDA-free,0.4,0.4,1.0,0.0001,0.0001,0.0001,0.0001,0.15861688363263368,0.0001,0.22237056724987894,0.0001,16.668666865348815,0.16422954713833382
2.635566,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,79.388405,0.0,100.0,24.0,FAU,OSDA-free,0.37942514055804333,0.37942514055804333,1.0,0.0001,0.0001,0.0001,0.0001,2.0750631163649857,0.0001,2.629387837167369,0.0001,85.75535493904248,0.0001
2.142362,1.7179967,99.0,250.0,1.1987878,0.0,0.99292517,0.0,4.0,0.0,80.0,6.2805276,FAU,OSDA-free,0.4667745226997118,0.4667745226997118,1.0,0.0001,0.0001,0.0001,0.0001,1.9156935060853335,0.0001,1.5867197682506242,0.0001,6.392102108764648,0.0001
2.0,1.7179967,99.0,250.0,1.8879043,0.0,2.4341676,0.0,87.433556,0.0,100.0,24.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,1.88847067129,0.0001,2.4348978502799996,0.0001,87.45978606679999,0.0001
2.5,1.7179967,99.0,250.0,1.920999,0.0,1.4595432,0.0,21.619432,0.0,95.0,168.0,FAU,OSDA-free,0.4,0.4,1.0,0.0001,0.0001,0.0001,0.0001,5.728453291560993,0.0001,4.352383862883565,0.0001,64.46953194774129,0.0001
10.899438,1.7179967,99.0,250.0,1.5621641,0.0,0.89866096,0.0,5.0,0.0,65.0,3.0,FAU,OSDA-free,0.0917478497515193,0.0917478497515193,1.0,0.0001,0.0001,0.0001,0.0001,inf,,inf,,inf,
2.0827162,1.7179967,99.0,250.0,0.68481785,0.0,1.2075123,0.0,29.09286,0.0,88.366,6.0,FAU,OSDA-free,0.48014222965183634,0.48014222965183634,1.0,0.0001,0.0001,0.0001,0.0001,0.9702957816919026,0.0001,1.7108842753311517,0.0001,41.220711953336334,0.0001
4.0,1.7179967,99.0,250.0,1.920999,0.0,2.1561136,0.0,3.5,0.0,90.0,12.0,FAU,OSDA-free,0.25,0.25,1.0,0.0001,0.0001,0.0001,0.0001,2.5629968493119333,0.0001,2.8766867466139283,0.0001,4.669699969959259,0.0001
2.0,1.7179967,99.0,250.0,1.0329503,0.0,1.2847943,0.0,10.0,0.0,100.0,168.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,1.3774736669881058,0.0001,1.7133160382899513,0.0001,13.335333432674407,0.0001
2.5384254,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,55.9578,0.0,80.0,12.0,FAU,OSDA-free,0.39394500228369916,0.39394500228369916,1.0,0.0001,0.0001,0.0001,0.0001,3.2020492379668206,0.0001,4.057432881882565,0.0001,93.27419267178159,0.0001
5.0,1.7179967,99.0,250.0,0.8480302,0.0,0.7280947,0.0,17.331022,0.0,90.0,24.0,FAU,OSDA-free,0.2,0.2,1.0,0.0001,0.0001,0.0001,0.0001,1.1775318371555556,0.0001,1.0109954689281386,0.0001,24.06498043989867,0.0001
