Si/Al,Al/P,Si/Ge,Si/B,Na/T,K/T,OH/T,F/T,H2O/T,sda1/T,cryst_temp,cryst_time,zeo,osda
4.840002,1.7179967,99.0,250.0,0.3356164,0.0,0.2684932,0.0,7.4486294,0.0032534308,110.0,288.0,FAU,C1COCCOCCOCCOCCOCCO1
4.840002,1.7179967,99.0,250.0,0.3356164,0.0,0.2684932,0.0,7.4486294,0.0016267068,110.0,288.0,FAU,C1COCCOCCOCCOCCOCCO1
5.0,1.7179967,99.0,250.0,0.34999996,0.0,0.28,0.0,8.333333,0.041666668,110.0,192.0,FAU,C1COCCOCCOCCOCCOCCO1
5.0,1.7179967,99.0,250.0,0.34999996,0.0,0.28,0.0,8.333333,0.041666668,110.0,192.0,FAU,C1COCCOCCOCCOCCOCCO1
5.0,1.7179967,99.0,250.0,0.34999996,0.0,0.28,0.0,8.333333,0.041666668,110.0,192.0,FAU,C1COCCOCCOCCOCCOCCO1
5.0,1.7179967,99.0,250.0,0.34999996,0.0,0.28,0.0,8.333333,0.041666668,110.0,192.0,FAU,C1COCCOCCOCCOCCOCCO1
5.0,1.7179967,99.0,250.0,0.34999996,0.0,0.28,0.0,8.333333,0.041666668,110.0,192.0,FAU,C1COCCOCCOCCOCCOCCO1
5.0,1.7179967,99.0,250.0,0.34999996,0.0,0.28,0.0,8.333333,0.041666668,110.0,192.0,FAU,C1COCCOCCOCCOCCOCCO1
5.0,1.7179967,99.0,250.0,0.34999996,0.0,0.28,0.0,8.333333,0.041666668,110.0,192.0,FAU,C1COCCOCCOCCOCCOCCO1
5.0,1.7179967,99.0,250.0,0.4,0.0,0.0,0.0,11.666667,0.058333337,110.0,144.0,FAU,C1COCCOCCOCCOCCOCCO1
5.0,1.7179967,99.0,250.0,0.43333367,0.0,0.34666672,0.0,8.333333,0.033333343,110.0,192.0,FAU,C1COCCOCCOCCOCCOCCO1
400.0,0.0,99.0,250.0,0.56000006,0.0,0.44799995,0.0,14.0,0.039999988,110.0,192.0,FAU,C1COCCOCCOCCOCCOCCO1
400.0,0.0,99.0,250.0,0.6,0.0,0.0,0.0,15.0,0.033333343,110.0,816.00024,FAU,C1COCCOCCOCCOCCOCCO1
400.0,0.0,99.0,250.0,0.6833334,0.0,0.0,0.0,15.0,0.033333343,110.0,336.0,FAU,C1COCCOCCOCCOCCOCCO1
10.0,0.5,99.0,250.0,0.6307694,0.0,0.0,0.0,13.846155,0.030769227,110.0,336.0,FAU,C1COCCOCCOCCOCCOCCO1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,145.04709,696.58856,SFG,CCC[N+]1(C2CCCCCCC2)CCCC1
33.333332,1.7179967,99.0,250.0,0.0,0.19417475,0.1553398,0.0,40.7767,0.19417475,160.0,372.0,Dense/Amorphous,CC(C)CNCC(C)(C)CNCC(C)C
62.5,1.7179967,99.0,250.0,0.0,0.19685036,0.15748031,0.0,41.33858,0.19685039,160.0,204.0,Dense/Amorphous,CC(C)CNCC(C)(C)CNCC(C)C
62.5,1.7179967,99.0,250.0,0.0,0.19685036,0.15748031,0.0,41.33858,0.19685039,160.0,204.0,Dense/Amorphous,CN(C)CCCNCCCN(C)C
0.0,0.33000004,0.0,0.0,0.0,0.0,0.0,0.0,34.586464,0.6578945,180.0,72.0,CHA,CN1CCNCC1
0.0,0.22000019,0.0,0.0,0.0,0.0,0.0,0.0,25.136616,0.546448,180.0,72.0,CHA,CN1CCNCC1
0.0,0.16499993,0.0,0.0,0.0,0.0,0.0,0.0,19.74249,0.8583691,180.0,72.0,CHA,CN1CCNCC1
0.0,0.4545455,0.0,0.0,0.0,0.0,0.0,0.0,54.6875,0.78124994,180.0,72.0,CHA,CN1CCNCC1
0.0,0.33000004,0.0,0.0,0.0,0.0,0.0,0.0,34.586464,0.6578945,180.0,72.0,CHA,CN1CCNCC1
0.0,0.22000019,0.0,0.0,0.0,0.0,0.0,0.0,25.136616,0.546448,180.0,72.0,CHA,CN1CCNCC1
0.0,0.16499993,0.0,0.0,0.0,0.0,0.0,0.0,19.74249,0.8583691,180.0,72.0,CHA,CN1CCNCC1
13.333333,1.7179967,2.0,250.0,0.0,0.0,0.0,0.0952381,2.857143,0.23809524,175.0,336.0,UOZ,C[N+](C)(C)CCCCCC[N+](C)(C)C
16.666666,1.7179967,5.0,250.0,0.0,0.0,0.0,0.0952381,2.857143,0.23809524,175.0,336.0,UOZ,C[N+](C)(C)CCCCCC[N+](C)(C)C
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.0,0.25,170.0,168.0,UOZ,C[N+](C)(C)CCCCCC[N+](C)(C)C
400.0,0.0,1.0,250.0,0.0,0.0,0.0,0.5,5.0,0.25,170.0,168.0,UOZ,C[N+](C)(C)CCCCCC[N+](C)(C)C
13.333333,1.7179967,2.0,250.0,0.0,0.0,0.0,0.09523812,2.857143,0.23809524,175.0,120.0,UOZ,C[N+](C)(C)CCCCCC[N+](C)(C)C
16.666666,1.7179967,5.0,250.0,0.0,0.0,0.0,0.09523812,2.857143,0.23809524,175.0,120.0,UOZ,C[N+](C)(C)CCCCCC[N+](C)(C)C
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,152.9563,0.0,AST,CC(C)[N+](C)(C)C
400.0,0.0,0.1248593,250.0,0.0,0.0,0.0,0.5,0.0,0.5,165.38225,0.0,AST,CC(C)[N+](C)(C)C
400.0,0.0,0.24999899,250.0,0.0,0.0,0.0,0.5,0.0,0.5,126.056625,0.0,AST,CC(C)[N+](C)(C)C
400.0,0.0,0.49924976,250.0,0.0,0.0,0.0,0.5,0.0,0.5,190.18536,0.0,AST,CC(C)[N+](C)(C)C
400.0,0.0,1.0,250.0,0.0,0.0,0.0,0.5,0.0,0.5,175.2901,0.0,AST,CC(C)[N+](C)(C)C
400.0,0.0,2.030303,250.0,0.0,0.0,0.0,0.5,0.0,0.5,238.70389,0.0,AST,CC(C)[N+](C)(C)C
400.0,0.0,4.0,250.0,0.0,0.0,0.0,0.5,0.0,0.5,213.4985,0.0,AST,CC(C)[N+](C)(C)C
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.5,0.0,0.5,180.99976,0.0,AST,CC(C)[N+](C)(C)C
120.0,1.7179967,99.0,250.0,0.07140504,0.0,0.35702476,0.0,2.7768598,0.1785124,140.0,72.0,MEL,CCCC[N+]1(C)CC[N+](CCC)(CCC)CC1
120.0,1.7179967,99.0,250.0,0.07537192,0.0,0.3371901,0.0,2.479339,0.16859503,140.0,72.0,MEL,CCCC[N+]1(C)CC[N+](CCC)(CCC)CC1
1.8750005,1.7179967,99.0,250.0,0.0,5.217438,2.4341676,0.0,22.956524,0.0,100.0,29.999996,LTJ,OSDA-free
2.0,1.7179967,99.0,250.0,0.0,5.3333335,2.4341676,0.0,27.333334,0.0,180.0,1.3333333,LTJ,OSDA-free
1.9841264,1.7179967,99.0,250.0,0.0,5.319186,2.4341676,0.0,23.936169,0.0,100.0,393.75305,LTJ,OSDA-free
17.647058,1.7179967,99.0,30.000065,0.27522925,0.0,0.4587155,0.0,15.290519,0.18348624,170.0,240.0,LEV,C[N+]12CCC(CC1)CC2
400.0,0.0,99.0,1.9999998,0.2,0.0,0.0,0.0,11.111111,0.13333334,170.0,192.0,LEV,C[N+]12CCC(CC1)CC2
400.0,0.0,99.0,1.9999998,0.2,0.0,0.0,0.0,11.111111,0.13333334,190.0,192.0,LEV,C[N+]12CCC(CC1)CC2
400.0,0.0,99.0,1.5000006,0.18000005,0.0,0.0,0.0,10.0,0.11999999,170.0,192.0,LEV,C[N+]12CCC(CC1)CC2
400.0,0.0,99.0,1.5000006,0.18000005,0.0,0.0,0.0,10.0,0.11999999,190.0,192.0,LEV,C[N+]12CCC(CC1)CC2
400.0,0.0,99.0,1.0000039,0.15,0.0,0.0,0.0,8.333333,0.1,170.0,192.0,LEV,C[N+]12CCC(CC1)CC2
400.0,0.0,99.0,1.0000039,0.15,0.0,0.0,0.0,8.333333,0.1,190.0,192.0,LEV,C[N+]12CCC(CC1)CC2
400.0,0.0,99.0,0.75,0.12857151,0.0,0.0,0.0,7.1428585,0.085714296,170.0,192.0,LEV,C[N+]12CCC(CC1)CC2
400.0,0.0,99.0,0.75,0.12857151,0.0,0.0,0.0,7.1428585,0.085714296,190.0,192.0,LEV,C[N+]12CCC(CC1)CC2
18.750002,1.7179967,99.0,250.0,0.2848101,0.0,0.18987341,0.0,15.822785,0.18987341,150.0,66.0,LEV,C[N+]12CCC(CC1)CC2
18.750002,1.7179967,99.0,250.0,0.2848101,0.0,0.18987341,0.0,15.822785,0.18987341,150.0,72.0,LEV,C[N+]12CCC(CC1)CC2
18.750002,1.7179967,99.0,250.0,0.2848101,0.0,0.18987341,0.0,15.822785,0.18987341,150.0,77.99999,LEV,C[N+]12CCC(CC1)CC2
18.750002,1.7179967,99.0,250.0,0.2848101,0.0,0.18987341,0.0,15.822785,0.18987341,150.0,120.0,LEV,C[N+]12CCC(CC1)CC2
18.750002,1.7179967,99.0,250.0,0.2848101,0.0,0.18987341,0.0,15.822785,0.18987341,150.0,144.0,LEV,C[N+]12CCC(CC1)CC2
18.750002,1.7179967,99.0,250.0,0.2848101,0.0,0.18987341,0.0,15.822785,0.18987341,150.0,168.0,LEV,C[N+]12CCC(CC1)CC2
18.750002,1.7179967,99.0,250.0,0.2848101,0.0,0.18987341,0.0,15.822785,0.18987341,150.0,180.0,LEV,C[N+]12CCC(CC1)CC2
12.5,1.7179967,99.0,250.0,0.2777777,0.0,0.18518515,0.0,15.432098,0.18518518,150.0,120.0,LEV,C[N+]12CCC(CC1)CC2
12.5,1.7179967,99.0,250.0,0.2777777,0.0,0.18518515,0.0,15.432098,0.18518518,150.0,144.0,LEV,C[N+]12CCC(CC1)CC2
12.5,1.7179967,99.0,250.0,0.2777777,0.0,0.18518515,0.0,15.432098,0.18518518,150.0,156.0,LEV,C[N+]12CCC(CC1)CC2
12.5,1.7179967,99.0,250.0,0.2777777,0.0,0.18518515,0.0,15.432098,0.18518518,150.0,168.0,LEV,C[N+]12CCC(CC1)CC2
12.5,1.7179967,99.0,250.0,0.2777777,0.0,0.18518515,0.0,15.432098,0.18518518,150.0,180.0,LEV,C[N+]12CCC(CC1)CC2
15.0,1.7179967,99.0,250.0,0.28124994,0.0,0.18749997,0.0,15.625001,0.1875,150.0,120.0,LEV,C[N+]12CCC(CC1)CC2
15.0,1.7179967,99.0,250.0,0.28124994,0.0,0.18749997,0.0,15.625001,0.1875,150.0,180.0,LEV,C[N+]12CCC(CC1)CC2
10.0,1.7179967,99.0,250.0,0.27272725,0.0,0.18181816,0.0,15.151513,0.18181819,150.0,168.0,LEV,C[N+]12CCC(CC1)CC2
10.0,1.7179967,99.0,250.0,0.27272725,0.0,0.18181816,0.0,15.151513,0.18181819,150.0,180.0,LEV,C[N+]12CCC(CC1)CC2
10.0,1.7179967,99.0,250.0,0.27272725,0.0,0.18181816,0.0,15.151513,0.18181819,150.0,216.0,LEV,C[N+]12CCC(CC1)CC2
10.0,1.7179967,99.0,250.0,0.27272725,0.0,0.18181816,0.0,15.151513,0.18181819,150.0,240.0,LEV,C[N+]12CCC(CC1)CC2
10.0,1.7179967,99.0,250.0,0.27272725,0.0,0.18181816,0.0,15.151513,0.18181819,150.0,288.0,LEV,C[N+]12CCC(CC1)CC2
10.0,1.7179967,99.0,250.0,0.27272725,0.0,0.18181816,0.0,15.151513,0.18181819,150.0,336.0,LEV,C[N+]12CCC(CC1)CC2
10.0,1.7179967,99.0,250.0,0.27272725,0.0,0.18181816,0.0,15.151513,0.18181819,150.0,360.0,LEV,C[N+]12CCC(CC1)CC2
10.0,1.7179967,99.0,250.0,0.27272725,0.0,0.18181816,0.0,15.151513,0.18181819,150.0,384.0,LEV,C[N+]12CCC(CC1)CC2
7.5,1.7179967,99.0,250.0,0.264706,0.0,0.17647056,0.0,14.705882,0.17647061,150.0,288.0,LEV,C[N+]12CCC(CC1)CC2
7.5,1.7179967,99.0,250.0,0.264706,0.0,0.17647056,0.0,14.705882,0.17647061,150.0,312.0,LEV,C[N+]12CCC(CC1)CC2
7.5,1.7179967,99.0,250.0,0.264706,0.0,0.17647056,0.0,14.705882,0.17647061,150.0,384.0,LEV,C[N+]12CCC(CC1)CC2
7.5,1.7179967,99.0,250.0,0.264706,0.0,0.17647056,0.0,14.705882,0.17647061,150.0,408.0,LEV,C[N+]12CCC(CC1)CC2
5.0,1.7179967,99.0,250.0,0.25,0.0,0.16666666,0.0,13.88889,0.16666667,150.0,360.0,LEV,C[N+]12CCC(CC1)CC2
5.0,1.7179967,99.0,250.0,0.25,0.0,0.16666666,0.0,13.88889,0.16666667,150.0,420.0001,LEV,C[N+]12CCC(CC1)CC2
5.0,1.7179967,99.0,250.0,0.25,0.0,0.16666666,0.0,13.88889,0.16666667,190.0,60.0,LEV,C[N+]12CCC(CC1)CC2
5.0,1.7179967,99.0,250.0,0.25,0.0,0.16666666,0.0,13.88889,0.16666667,190.0,72.0,LEV,C[N+]12CCC(CC1)CC2
5.0,1.7179967,99.0,250.0,0.25,0.0,0.16666666,0.0,13.88889,0.16666667,190.0,120.0,LEV,C[N+]12CCC(CC1)CC2
5.0,1.7179967,99.0,250.0,0.25,0.0,0.16666666,0.0,13.88889,0.16666667,190.0,168.0,LEV,C[N+]12CCC(CC1)CC2
5.0,1.7179967,99.0,250.0,0.25,0.0,0.16666666,0.0,13.88889,0.16666667,190.0,192.0,LEV,C[N+]12CCC(CC1)CC2
5.0,1.7179967,99.0,250.0,0.25,0.0,0.16666666,0.0,13.88889,0.16666667,170.0,240.0,LEV,C[N+]12CCC(CC1)CC2
5.0,1.7179967,99.0,250.0,0.25,0.0,0.16666666,0.0,13.88889,0.16666667,170.0,300.00003,LEV,C[N+]12CCC(CC1)CC2
5.0,1.7179967,99.0,250.0,0.25,0.0,0.16666666,0.0,13.88889,0.16666667,170.0,336.0,LEV,C[N+]12CCC(CC1)CC2
5.0,1.7179967,99.0,250.0,0.25,0.0,0.16666666,0.0,13.88889,0.16666667,150.0,360.0,LEV,C[N+]12CCC(CC1)CC2
5.0,1.7179967,99.0,250.0,0.25,0.0,0.16666666,0.0,13.88889,0.16666667,150.0,408.0,LEV,C[N+]12CCC(CC1)CC2
5.0,1.7179967,99.0,250.0,0.25,0.0,0.16666666,0.0,13.88889,0.16666667,150.0,504.0,LEV,C[N+]12CCC(CC1)CC2
400.0,0.0,99.0,0.76923066,0.0,0.0,0.0,0.0,91.30434,0.43478262,160.0,427.04205,LEV,C[N+]12CCC(CC1)CC2
400.0,0.0,99.0,0.76923066,0.0,0.0,0.0,0.0,91.30434,0.43478262,180.0,257.43906,LEV,C[N+]12CCC(CC1)CC2
3.2500005,1.7179967,99.0,250.0,1.4682357,0.0,0.15294115,0.0,33.03529,0.15294117,140.0,72.0,ANA,CCCC[N+](CCCC)(CCCC)CCCC
200.00102,1.7179967,99.0,250.0,1.910447,0.0,0.199005,0.0,42.985073,0.19900498,140.0,72.0,ANA,CCCC[N+](CCCC)(CCCC)CCCC
200.0,1.7179967,99.0,250.0,0.55721396,0.0,0.199005,0.0,12.537313,0.19900498,140.0,72.0,ANA,CCCC[N+](CCCC)(CCCC)CCCC
400.0,0.0,8.000006,250.0,0.0,0.0,0.0,0.4444444,4.4444447,0.44444445,160.0,2.5787408,CTH,Cc1ccccc1C[n+]1ccn(C)c1C
400.0,0.0,99.0,250.0,0.0,0.09999998,0.0,0.25,3.0,0.15,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.25000027,0.0,0.4,3.0,0.15,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.09999998,0.0,0.34999993,3.0,0.25,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.25000027,0.0,0.5,3.0,0.25,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.09999998,0.0,0.6000002,3.0,0.5,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.25000027,0.0,0.75000006,3.0,0.5,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.14999987,7.25,0.15,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.1,0.0,0.25,7.25,0.15,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.25000027,0.0,0.4,7.25,0.15,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.14999987,14.999999,0.15,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.09999998,0.0,0.25,15.0,0.15,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.25000027,0.0,0.4,15.0,0.15,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.25,15.0,0.25,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.1,0.0,0.34999993,15.0,0.25,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.25000027,0.0,0.5,15.0,0.25,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.5,15.0,0.5,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.1,0.0,0.6000002,15.0,0.5,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.25000027,0.0,0.75000006,15.0,0.5,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.25000027,0.0,1.0,3.0,0.5,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.0,0.0,1.0,7.25,0.5,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.25000027,0.0,0.5,7.25,0.5,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.25000027,0.0,1.0,7.25,0.5,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.5,15.0,0.5,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.0,0.0,0.75000006,15.0,0.5,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.0,0.0,1.0,15.0,0.5,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.25000027,0.0,0.5,15.0,0.5,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.25000027,0.0,0.75000006,15.0,0.5,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
400.0,0.0,99.0,250.0,0.0,0.25000027,0.0,1.0,15.0,0.5,175.0,336.0,Dense/Amorphous,C[N+]1(C)CC2C3C=CC(CC3)C2C1
