Si/Al,Al/P,Si/Ge,Si/B,Na/T,K/T,OH/T,F/T,H2O/T,sda1/T,cryst_temp,cryst_time,zeo,osda,Al/Si,Al,Si,Ge/Si,Ge,B/Si,B,Na,K,OH,F,H2O,sda1
12.5,1.7179967,99.0,250.0,0.81481445,0.0,0.8148146,0.0,37.03704,0.0,100.0,6.4999986,FAU,OSDA-free,0.07999999821186066,0.07999999821186066,1.0,0.0001,0.0001,0.0001,0.0001,0.8801625656578282,0.0001,0.8801627588126397,0.0001,40.00741130919985,0.0001
5.0,1.7179967,99.0,250.0,1.6666662,0.0,1.3333341,0.0,28.833334,0.0,65.0,12.0,FAU,OSDA-free,0.20000000298023224,0.20000000298023224,1.0,0.0001,0.0001,0.0001,0.0001,2.000332718308765,0.0001,1.6002675767819108,0.0001,34.60576751566331,0.0001
2.166667,1.7179967,99.0,250.0,1.7543857,0.0,1.4035087,0.0,30.350874,0.0,65.0,12.0,FAU,OSDA-free,0.4615384042263031,0.4615384042263031,1.0,0.0001,0.0001,0.0001,0.0001,2.564452967785774,0.0001,2.0515625136308566,0.0001,44.3650380503713,0.0001
400.0,1.7179967,99.0,250.0,0.024987513,0.0,0.019989982,0.0,0.9995003,0.0,90.0,48.0,FAU,OSDA-free,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,0.02499500945340842,0.0001,0.019995979242026805,0.0001,0.9998001247406005,0.0001
5.0,1.7179967,99.0,250.0,0.0625,0.0,0.06249998,0.0,11.25,0.0,100.0,72.0,FAU,OSDA-free,0.20000000298023224,0.20000000298023224,1.0,0.0001,0.0001,0.0001,0.0001,0.07501250018626451,0.0001,0.07501247783079738,0.0001,13.502250033527613,0.0001
4.250004,1.7179967,99.0,250.0,1.920999,0.0,2.209522,0.0,4.0476193,0.0,90.0,8.0,FAU,OSDA-free,0.235293909907341,0.235293909907341,1.0,0.0001,0.0001,0.0001,0.0001,2.3733826273862273,0.0001,2.729850985797086,0.0001,5.00080904765744,0.0001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,25.0,455.0923,FAU,OSDA-free,inf,inf,1.0,inf,inf,inf,inf,,,,,inf,
2.0,1.7179967,99.0,250.0,1.920999,0.0,2.1333342,0.0,3.333333,0.0,90.0,8.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,2.8818827750205993,0.0001,3.2004279066085815,0.0001,5.00066618976593,0.0001
12.5,1.7179967,99.0,250.0,0.81481445,0.0,0.8148146,0.0,37.03704,0.0,100.0,6.4999986,FAU,OSDA-free,0.07999999821186066,0.07999999821186066,1.0,0.0001,0.0001,0.0001,0.0001,0.8801625656578282,0.0001,0.8801627588126397,0.0001,40.00741130919985,0.0001
2.0,1.7179967,99.0,250.0,1.831501,0.0,1.4652008,0.0,31.684977,0.0,80.0,168.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,2.747617810821533,0.0001,2.1980942128896714,0.0001,47.533801861953734,0.0001
10.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,90.90909,0.0,75.0,8.0,FAU,OSDA-free,0.10000000149011612,0.10000000149011612,1.0,0.0001,0.0001,0.0001,0.0001,2.1134831578269586,0.0001,2.6780712230237835,0.0001,100.01817890133424,0.0001
5.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,144.16673,0.0,65.0,4.0,FAU,OSDA-free,0.20000000298023224,0.20000000298023224,1.0,0.0001,0.0001,0.0001,0.0001,2.3055830657035083,0.0001,2.9214879890029657,0.0001,173.02891312191107,0.0001
0.9708737,1.7179967,99.0,250.0,1.3201969,0.15270948,1.1783245,0.0,32.512318,0.0,80.0,24.0,FAU,OSDA-free,1.03000009059906,1.03000009059906,1.0,0.0001,0.0001,0.0001,0.0001,2.680263798969939,0.3100308084558497,2.392234427443337,0.0001,66.00651025378245,0.0001
10.0,1.7179967,99.0,250.0,0.7999998,0.0,0.79999995,0.0,36.363636,0.0,100.0,6.4999986,FAU,OSDA-free,0.10000000149011612,0.10000000149011612,1.0,0.0001,0.0001,0.0001,0.0001,0.8801597519993779,0.0001,0.8801599487304687,0.0001,40.007272399919685,0.0001
13.000003,1.7179967,99.0,250.0,1.3928568,0.0,1.114286,0.0,4.642857,0.0,90.0,8.0,FAU,OSDA-free,0.07692305743694305,0.07692305743694305,1.0,0.0001,0.0001,0.0001,0.0001,1.5002782141078363,0.0001,1.2002230848985669,0.0001,5.00092840758405,0.0001
2.0,1.7179967,99.0,250.0,1.333334,0.0,1.0666671,0.0,23.06666,0.0,65.0,12.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,2.0002676204681396,0.0001,1.6002139533042907,0.0001,34.60460322303772,0.0001
1.8000028,1.7179967,99.0,250.0,1.7999996,0.0,1.4400008,0.0,45.0,0.0,100.0,6.0,FAU,OSDA-free,0.5555546879768372,0.5555546879768372,1.0,0.0001,0.0001,0.0001,0.0001,2.800357807792909,0.0001,2.2402879524701094,0.0001,70.00896095895767,0.0001
5.0,1.7179967,99.0,250.0,0.66666645,0.0,0.53333336,0.0,15.0,0.0,100.0,7.0,FAU,OSDA-free,0.20000000298023224,0.20000000298023224,1.0,0.0001,0.0001,0.0001,0.0001,0.8001330730160071,0.0001,0.6401067016402882,0.0001,18.003000044703484,0.0001
2.0,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,115.33342,0.0,65.0,4.0,FAU,OSDA-free,0.5,0.5,1.0,0.0001,0.0001,0.0001,0.0001,2.8818827750205993,0.0001,3.65173826880455,0.0001,173.023196383667,0.0001
1.5,1.7179967,99.0,250.0,0.5,0.0,0.4,0.0,23.749998,0.0,100.0,24.0,FAU,OSDA-free,0.6666666865348816,0.6666666865348816,1.0,0.0001,0.0001,0.0001,0.0001,0.8334333432674408,0.0001,0.6667466845492523,0.0001,39.588080625907544,0.0001
12.5,1.7179967,99.0,250.0,0.81481445,0.0,0.8148146,0.0,37.03704,0.0,100.0,6.4999986,FAU,OSDA-free,0.07999999821186066,0.07999999821186066,1.0,0.0001,0.0001,0.0001,0.0001,0.8801625656578282,0.0001,0.8801627588126397,0.0001,40.00741130919985,0.0001
1.6727288,1.7179967,99.0,250.0,1.3605454,0.0,1.0884356,0.0,23.537416,0.0,100.0,72.0,FAU,OSDA-free,0.5978255271911621,0.5978255271911621,1.0,0.0001,0.0001,0.0001,0.0001,2.1741862749965146,0.0001,1.7393479532000802,0.0001,37.61339234422094,0.0001
400.0,1.7179967,99.0,250.0,0.024987513,0.0,0.019989982,0.0,0.9995003,0.0,90.0,24.0,FAU,OSDA-free,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,0.02499500945340842,0.0001,0.019995979242026805,0.0001,0.9998001247406005,0.0001
0.50458723,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,105.48776,0.0,65.0,168.0,FAU,OSDA-free,1.9818178415298462,1.9818178415298462,1.0,0.0001,0.0001,0.0001,0.0001,5.728453441080504,0.0001,7.258731282610641,0.0001,314.56638969245677,0.0001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,FAU,OSDA-free,inf,inf,1.0,inf,inf,inf,inf,,,,,inf,
2.3999984,1.7179967,99.0,250.0,1.920999,0.0,2.4341676,0.0,143.38235,0.0,90.0,24.0,FAU,OSDA-free,0.4166669547557831,0.4166669547557831,1.0,0.0001,0.0001,0.0001,0.0001,2.7218000742611532,0.0001,3.4488916681017585,0.0001,203.15372032097466,0.0001
2.994012,1.7179967,99.0,250.0,0.749625,0.0,0.59970015,0.0,16.866568,0.0,80.0,8.999997,FAU,OSDA-free,0.33399999141693115,0.33399999141693115,1.0,0.0001,0.0001,0.0001,0.0001,1.0001497048290966,0.0001,0.8001199388172137,0.0001,22.50337436275567,0.0001
3.0,1.7179967,99.0,250.0,0.525,0.0,0.42,0.0,17.5,0.0,110.0,192.0,FAU,OSDA-free,0.3333333432674408,0.3333333432674408,1.0,0.0001,0.0001,0.0001,0.0001,0.7001049734214939,0.0001,0.5600839866856733,0.0001,23.336833507180213,0.0001
