Si/Al,Al/P,Si/Ge,Si/B,Na/T,K/T,OH/T,F/T,H2O/T,sda1/T,cryst_temp,cryst_time,Al/Si,Al,Si,Ge/Si,Ge,B/Si,B,Na,Na/Si,K,K/Si,OH,OH/Si,F,F/Si,H2O,H2O/Si,sda1,sda1/Si,zeo,osda
6.4935064,1.7179967,99.0,250.0,0.2911579,0.0,0.21796823,0.0,14.285714,0.05911541,100.0,220.1721,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.3359962172456718,0.3359962172456718,0.0,0.0,0.25153533790336635,0.25153533790336635,0.0,0.0,16.48571398768,16.48571398768,0.06821918327109433,0.06821918327109433,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.30138418,0.0,0.19131191,0.0,15.217391,0.075,110.0,336.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.3477973443883496,0.3477973443883496,0.0,0.0,0.2207739445642533,0.2207739445642533,0.0,0.0,17.560869247746087,17.560869247746087,0.08655000016632,0.08655000016632,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
10.0,1.7179967,99.0,250.0,0.41099605,0.0,0.0,0.0,15.151515,0.375,200.0,120.0,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.45209565500000004,0.45209565500000004,0.0,0.0,0.0,0.0,0.0,0.0,16.6666665,16.6666665,0.41250000000000003,0.41250000000000003,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.5267324,1.7179967,99.0,250.0,0.23662004,0.0,0.1,0.0,15.241108,0.05,100.0,336.0,0.1532160258324671,0.1532160258324671,1.0,0.0,0.0,0.0,0.0,0.2728740221611194,0.2728740221611194,0.0,0.0,0.11532160258324671,0.11532160258324671,0.0,0.0,17.57628999704342,17.57628999704342,0.057660801291623355,0.057660801291623355,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
10.169847,1.7179967,99.0,250.0,0.18910494,0.0,0.19216397,0.0,15.0,0.0625,110.0,360.0,0.09832989621181125,0.09832989621181125,1.0,0.0,0.0,0.0,0.0,0.20769960912334082,0.20769960912334082,0.0,0.0,0.2110594332257496,0.2110594332257496,0.0,0.0,16.47494844317717,16.47494844317717,0.06864561851323821,0.06864561851323821,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.2832731,0.0,0.14668533,0.0,14.144107,0.08323959,110.0,120.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.33992772,0.33992772,0.0,0.0,0.176022396,0.176022396,0.0,0.0,16.9729284,16.9729284,0.099887508,0.099887508,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.35809943,0.0,0.0,0.0,15.403566,0.0998306,100.0,336.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.42971931599999996,0.42971931599999996,0.0,0.0,0.0,0.0,0.0,0.0,18.4842792,18.4842792,0.11979672,0.11979672,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.33212113,0.09616924,0.0,0.0,14.0,0.041692853,100.0,144.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.39854535599999996,0.39854535599999996,0.115403088,0.115403088,0.0,0.0,0.0,0.0,16.8,16.8,0.0500314236,0.0500314236,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.1999949,0.0,0.24376756,0.0,13.4782505,0.0952381,100.0,240.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.23999388,0.23999388,0.0,0.0,0.292521072,0.292521072,0.0,0.0,16.1739006,16.1739006,0.11428572000000001,0.11428572000000001,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.28513515,0.0,0.25665122,0.0,12.733547,0.09526796,120.0,120.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.34216218,0.34216218,0.0,0.0,0.307981464,0.307981464,0.0,0.0,15.280256399999999,15.280256399999999,0.11432155199999999,0.11432155199999999,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.6,1.7179967,99.0,250.0,0.0,0.26688707,0.5203779,0.0,17.726723,0.08079929,110.0,336.0,0.15151515151515152,0.15151515151515152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3073245048484849,0.3073245048484849,0.5992230363636364,0.5992230363636364,0.0,0.0,20.412590121212123,20.412590121212123,0.09304160666666667,0.09304160666666667,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
7.5630856,1.7179967,99.0,250.0,0.30053988,0.0,0.18882453,0.0,14.838866,0.09428572,108.61738,260.78238,0.13222116645089935,0.13222116645089935,1.0,0.0,0.0,0.0,0.0,0.3402776134986133,0.3402776134986133,0.0,0.0,0.21379112961114285,0.21379112961114285,0.0,0.0,16.80087817132859,16.80087817132859,0.1067522878780629,0.1067522878780629,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
8.578105,1.7179967,99.0,250.0,0.1300102,0.0,0.19354838,0.0,15.0,0.0625,100.0,336.0,0.11657586378343468,0.11657586378343468,1.0,0.0,0.0,0.0,0.0,0.14516625136565708,0.14516625136565708,0.0,0.0,0.21611144958238443,0.21611144958238443,0.0,0.0,16.74863795675152,16.74863795675152,0.06978599148646467,0.06978599148646467,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.27142474,0.06795145,0.2795661,0.0,14.423077,0.082604825,110.0,336.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.3132241505619115,0.3132241505619115,0.07841597345068914,0.07841597345068914,0.32261928001996576,0.32261928001996576,0.0,0.0,16.644230889984616,16.644230889984616,0.09532596823318447,0.09532596823318447,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
12.379021,1.7179967,99.0,250.0,0.1917129,0.0,0.16914278,0.0,14.167142,0.07234889,120.0,336.0,0.08078183242438962,0.08078183242438962,1.0,0.0,0.0,0.0,0.0,0.20719981936139376,0.20719981936139376,0.0,0.0,0.1828064437097554,0.1828064437097554,0.0,0.0,15.311589690976533,15.311589690976533,0.07819336590807059,0.07819336590807059,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
8.012238,1.7179967,99.0,250.0,0.19097231,0.046096895,0.20103012,0.0,16.666666,0.043111164,114.95361,336.0,0.1248090733200886,0.1248090733200886,1.0,0.0,0.0,0.0,0.0,0.2148073870408967,0.2148073870408967,0.051850205747883425,0.051850205747883425,0.22612050298662623,0.22612050298662623,0.0,0.0,18.74681713879543,18.74681713879543,0.048491828428590365,0.048491828428590365,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.0211763,1.7179967,99.0,250.0,0.31791806,0.0,0.0,0.0,9.9329605,0.07042599,110.0,168.0,0.16608050490067863,0.16608050490067863,1.0,0.0,0.0,0.0,0.0,0.37071805192184426,0.37071805192184426,0.0,0.0,0.0,0.0,0.0,0.0,11.582631594998498,11.582631594998498,0.08212237397733013,0.08212237397733013,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.3614748,0.0,0.0,0.0,10.193948,0.0625,110.0,480.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.4171419200016065,0.4171419200016065,0.0,0.0,0.0,0.0,0.0,0.0,11.7638160146061,11.7638160146061,0.0721250001386,0.0721250001386,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
7.1219854,1.7179967,99.0,250.0,0.1728424,0.0,0.14218582,0.0,18.181818,0.15,100.0,336.0,0.14041028503091288,0.14041028503091288,1.0,0.0,0.0,0.0,0.0,0.19711125064942706,0.19711125064942706,0.0,0.0,0.16215017151355404,0.16215017151355404,0.0,0.0,20.73473224776018,20.73473224776018,0.17106154275463692,0.17106154275463692,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.784196,1.7179967,99.0,250.0,0.35798445,0.0,0.0,0.0,14.285714,0.050105426,100.0,120.0,0.1728848745789389,0.1728848745789389,1.0,0.0,0.0,0.0,0.0,0.4198745467394604,0.4198745467394604,0.0,0.0,0.0,0.0,0.0,0.0,16.755497873160593,16.755497873160593,0.058767896289734306,0.058767896289734306,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.0,0.0,0.25992405,0.0,12.70675,0.075676486,120.0,168.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31190886,0.31190886,0.0,0.0,15.248099999999999,15.248099999999999,0.0908117832,0.0908117832,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.39510816,0.0,0.0,0.0,10.455315,0.07978825,105.45734,120.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.47412979199999994,0.47412979199999994,0.0,0.0,0.0,0.0,0.0,0.0,12.546378,12.546378,0.09574590000000001,0.09574590000000001,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.100135,1.7179967,99.0,250.0,0.29599655,0.0,0.16666667,0.0,12.797279,0.06261891,120.0,96.0,0.16393079825282555,0.16393079825282555,1.0,0.0,0.0,0.0,0.0,0.34451950072158244,0.34451950072158244,0.0,0.0,0.19398847025524024,0.19398847025524024,0.0,0.0,14.895147161934121,14.895147161934121,0.07288407790202184,0.07288407790202184,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.21518527,0.0,0.0,0.0,15.616327,0.0625,190.0,336.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.24832380205719487,0.24832380205719487,0.0,0.0,0.0,0.0,0.0,0.0,18.021241392630767,18.021241392630767,0.0721250001386,0.0721250001386,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.3071833,1.7179967,99.0,250.0,0.34426394,0.0,0.0,0.0,13.135821,0.062631644,108.494606,240.0,0.1585493797207384,0.1585493797207384,1.0,0.0,0.0,0.0,0.0,0.39884677414721753,0.39884677414721753,0.0,0.0,0.0,0.0,0.0,0.0,15.21849727167265,15.21849727167265,0.07256185230709011,0.07256185230709011,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
8.0,1.7179967,99.0,250.0,0.28492635,0.0,0.15211113,0.0,17.800692,0.09775081,130.0,316.33878,0.125,0.125,1.0,0.0,0.0,0.0,0.0,0.32054214375,0.32054214375,0.0,0.0,0.17112502125,0.17112502125,0.0,0.0,20.0257785,20.0257785,0.10996966124999999,0.10996966124999999,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
8.952776,1.7179967,99.0,250.0,0.24996164,0.0,0.1901451,0.0,14.423077,0.09677419,110.0,432.08582,0.11169719872361376,0.11169719872361376,1.0,0.0,0.0,0.0,0.0,0.2778816549763604,0.2778816549763604,0.0,0.0,0.2113837750210214,0.2113837750210214,0.0,0.0,16.034094297874983,16.034094297874983,0.10758359593174675,0.10758359593174675,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.28662995,0.0,0.0,0.0,14.0,0.1,190.0,24.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.34395594,0.34395594,0.0,0.0,0.0,0.0,0.0,0.0,16.8,16.8,0.12,0.12,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
8.346441,1.7179967,99.0,250.0,0.19432928,0.07874472,0.2862639,0.0,14.5057535,0.041344322,100.0,151.15361,0.11981154602302944,0.11981154602302944,1.0,0.0,0.0,0.0,0.0,0.21761217147434214,0.21761217147434214,0.08817924664435056,0.08817924664435056,0.32056162042958186,0.32056162042958186,0.0,0.0,16.24371025306397,16.24371025306397,0.04629784913809395,0.04629784913809395,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.9988375,1.7179967,99.0,250.0,0.25,0.0,0.0,0.0,10.0,0.05846622,100.0,24.0,0.16669896459105618,0.16669896459105618,1.0,0.0,0.0,0.0,0.0,0.29167474114776404,0.29167474114776404,0.0,0.0,0.0,0.0,0.0,0.0,11.666989645910562,11.666989645910562,0.0682124783375529,0.0682124783375529,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.6,1.7179967,99.0,250.0,0.2148688,0.0,0.15286438,0.0,13.325958,0.075,120.0,168.0,0.15151515151515152,0.15151515151515152,1.0,0.0,0.0,0.0,0.0,0.2474246787878788,0.2474246787878788,0.0,0.0,0.1760256496969697,0.1760256496969697,0.0,0.0,15.345042545454547,15.345042545454547,0.08636363636363636,0.08636363636363636,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.17186421,0.089051746,0.25122195,0.0,13.688813,0.06138637,150.0,120.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.19833129872112606,0.19833129872112606,0.10276571508148115,0.10276571508148115,0.2899101308571098,0.2899101308571098,0.0,0.0,15.796890232356311,15.796890232356311,0.07083987111613042,0.07083987111613042,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
10.0,1.7179967,99.0,250.0,0.23009518,0.0,0.08778055,0.0,15.0,0.061025973,110.0,336.0,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.253104698,0.253104698,0.0,0.0,0.096558605,0.096558605,0.0,0.0,16.5,16.5,0.0671285703,0.0671285703,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
7.4468513,1.7179967,99.0,250.0,0.304582,0.0,0.26865295,0.0,14.0,0.061109707,100.0,144.0,0.13428494268443364,0.13428494268443364,1.0,0.0,0.0,0.0,0.0,0.3454827764127102,0.3454827764127102,0.0,0.0,0.30472899599275405,0.30472899599275405,0.0,0.0,15.879989197582072,15.879989197582072,0.06931582050195753,0.06931582050195753,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.9992743,1.7179967,99.0,250.0,0.19735864,0.0,0.09602436,0.0,12.684809,0.09677419,110.0,164.48938,0.16668682743844535,0.16668682743844535,1.0,0.0,0.0,0.0,0.0,0.23025572556916626,0.23025572556916626,0.0,0.0,0.11203035592520716,0.11203035592520716,0.0,0.0,14.79919956887264,14.79919956887264,0.11290517270902532,0.11290517270902532,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.19477649,0.05580366,0.27215046,0.0,14.705882,0.05413895,120.0,108.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.22477206989193635,0.22477206989193635,0.0643974237637502,0.0643974237637502,0.31406163144352084,0.31406163144352084,0.0,0.0,16.970587860611765,16.970587860611765,0.06247634842005854,0.06247634842005854,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.26703426,0.0,0.28773826,0.0,12.190166,0.08123711,120.0,96.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.3081575366321752,0.3081575366321752,0.0,0.0,0.3320499526780884,0.3320499526780884,0.0,0.0,14.067451591032912,14.067451591032912,0.09374762512015142,0.09374762512015142,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
9.091,1.7179967,99.0,250.0,0.3302627,0.0,0.0,0.0,12.460899,0.060863636,125.0,336.0,0.10999890001099989,0.10999890001099989,1.0,0.0,0.0,0.0,0.0,0.3665912337146629,0.3665912337146629,0.0,0.0,0.0,0.0,0.0,0.0,13.83158418314817,13.83158418314817,0.0675585690106699,0.0675585690106699,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.31804585,0.0,0.3,0.0,10.04798,1.1429788,110.0,96.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.38165502,0.38165502,0.0,0.0,0.36,0.36,0.0,0.0,12.057576000000001,12.057576000000001,1.37157456,1.37157456,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
11.98682,1.7179967,99.0,250.0,0.28409126,0.0,0.16899504,0.0,19.212011,0.09677419,160.0,72.0,0.08342496174965504,0.08342496174965504,1.0,0.0,0.0,0.0,0.0,0.3077915624989113,0.3077915624989113,0.0,0.0,0.18309344474788142,0.18309344474788142,0.0,0.0,20.81477228280895,20.81477228280895,0.10484757309910384,0.10484757309910384,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.37170428,0.0,0.0,0.0,14.500511,0.057546355,110.0,168.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.4289467399442914,0.4289467399442914,0.0,0.0,0.0,0.0,0.0,0.0,16.733589726156332,16.733589726156332,0.06640849379761479,0.06640849379761479,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.20103957,0.097608946,0.0,0.0,13.868492,0.075043656,125.0,144.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.23199966422582535,0.23199966422582535,0.11264072390045761,0.11264072390045761,0.0,0.0,0.0,0.0,16.004239798754767,16.004239798754767,0.08660037919041681,0.08660037919041681,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
9.091,1.7179967,99.0,250.0,0.19209577,0.046258442,0.16640022,0.0,15.0,0.05,100.0,336.0,0.10999890001099989,0.10999890001099989,1.0,0.0,0.0,0.0,0.0,0.21322609339676604,0.21322609339676604,0.05134681973622264,0.05134681973622264,0.18470406116158838,0.18470406116158838,0.0,0.0,16.649983500165,16.649983500165,0.05549994500055,0.05549994500055,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.515959,1.7179967,99.0,250.0,0.2287858,0.0,0.25,0.0,13.636364,0.08282645,110.0,192.0,0.15346935117301996,0.15346935117301996,1.0,0.0,0.0,0.0,0.0,0.2638974082836003,0.2638974082836003,0.0,0.0,0.28836733779325496,0.28836733779325496,0.0,0.0,15.729127935439125,15.729127935439125,0.09553777154146456,0.09553777154146456,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.0,1.7179967,99.0,250.0,0.21778572,0.0,0.14655976,0.0,14.422741,0.056799717,119.042175,336.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.26134286399999995,0.26134286399999995,0.0,0.0,0.175871712,0.175871712,0.0,0.0,17.3072892,17.3072892,0.0681596604,0.0681596604,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.33493873,0.0,0.0,0.0,10.866895,0.057551246,110.0,360.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.3865192951627602,0.3865192951627602,0.0,0.0,0.0,0.0,0.0,0.0,12.540396854098425,12.540396854098425,0.06641413801162564,0.06641413801162564,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.998458,1.7179967,99.0,250.0,0.41351283,0.0,0.0,0.0,12.2722025,0.040967252,120.0,120.0,0.1667095110109965,0.1667095110109965,1.0,0.0,0.0,0.0,0.0,0.4824493516860733,0.4824493516860733,0.0,0.0,0.0,0.0,0.0,0.0,14.318095377802928,14.318095377802928,0.04779688254838427,0.04779688254838427,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
5.9984293,1.7179967,99.0,250.0,0.53333336,0.0,0.28259343,0.0,11.25,2.8618727,110.0,96.0,0.16671030864696532,0.16671030864696532,1.0,0.0,0.0,0.0,0.0,0.622245529057323,0.622245529057323,0.0,0.0,0.32970466793690456,0.32970466793690456,0.0,0.0,13.125490972278358,13.125490972278358,3.338976381125324,3.338976381125324,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
7.7018275,1.7179967,99.0,250.0,0.2073435,0.0,0.17190789,0.0,15.217391,0.05835968,120.0,131.29745,0.12983931411083927,0.12983931411083927,1.0,0.0,0.0,0.0,0.0,0.23426483782534077,0.23426483782534077,0.0,0.0,0.1942282925278416,0.1942282925278416,0.0,0.0,17.193206609996455,17.193206609996455,0.06593706082292805,0.06593706082292805,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.0,0.25241002,0.3,0.0,19.197048,0.06255516,150.0,168.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2912811636397445,0.2912811636397445,0.34620000066528,0.34620000066528,0.0,0.0,22.153393434571374,22.153393434571374,0.07218865477872233,0.07218865477872233,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.2238746,1.7179967,99.0,250.0,0.3686753,0.0,0.36384094,0.0,13.797875,0.05,110.0,168.0,0.16067161764473853,0.16067161764473853,1.0,0.0,0.0,0.0,0.0,0.42791095683665925,0.42791095683665925,0.0,0.0,0.42229985239518225,0.42229985239518225,0.0,0.0,16.014801896309894,16.014801896309894,0.058033580882236924,0.058033580882236924,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
10.0,1.7179967,99.0,250.0,0.24995375,0.0,0.32496342,0.0,11.666667,0.0625,110.0,321.60336,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.274949125,0.274949125,0.0,0.0,0.357459762,0.357459762,0.0,0.0,12.8333337,12.8333337,0.06875,0.06875,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.25905377,0.0,0.14999892,0.0,14.784075,0.0797632,100.0,334.57297,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.29894805115447765,0.29894805115447765,0.0,0.0,0.1730987540126376,0.1730987540126376,0.0,0.0,17.060822582785164,17.060822582785164,0.09204673297688289,0.09204673297688289,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
6.4935064,1.7179967,99.0,250.0,0.30091262,0.0,0.3,0.0,14.0,0.09217307,110.0,96.0,0.15400000221760002,0.15400000221760002,1.0,0.0,0.0,0.0,0.0,0.34725316414730384,0.34725316414730384,0.0,0.0,0.34620000066528,0.34620000066528,0.0,0.0,16.1560000310464,16.1560000310464,0.106367722984403,0.106367722984403,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
9.091,1.7179967,99.0,250.0,0.19178128,0.0,0.19354838,0.0,11.943801,0.0625,160.0,24.0,0.10999890001099989,0.10999890001099989,1.0,0.0,0.0,0.0,0.0,0.21287700984270158,0.21287700984270158,0.0,0.0,0.21483848889891102,0.21483848889891102,0.0,0.0,13.257605971950282,13.257605971950282,0.0693749312506875,0.0693749312506875,UFI,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2
