Si/Al,Al/P,Si/Ge,Si/B,Na/T,K/T,OH/T,F/T,H2O/T,sda1/T,cryst_temp,cryst_time,zeo,osda
400.0,0.0,99.0,10.0,0.0,0.13944668,0.06128024,0.0,25.751524,0.26856068,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.0,0.0,0.0,26.666666,0.25424924,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.012752837,0.06599769,0.0,28.014322,0.2777778,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.062691525,0.04936995,0.0,26.666666,0.2792202,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
40.0,1.7179967,99.0,250.0,0.0,0.16628926,0.193568,0.0,40.0,0.1923077,160.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.07796227,0.030844407,0.0,26.302933,0.25641027,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,5.3335147,0.0,0.08892556,0.02405708,0.0,27.33318,0.27005142,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,8.822711,0.0,0.049681805,0.06902475,0.0,27.67019,0.27247715,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.091,0.0,0.054104354,0.084515385,0.0,29.044691,0.25360417,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.077903,0.0,0.024031106,0.048306942,0.0,26.525082,0.26841503,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.575132,0.0,0.0,0.024347316,0.0,29.08572,0.27272728,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.267577,0.0,0.0,0.0,0.0,29.925186,0.27771047,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,8.963293,0.0,0.059794348,0.06293904,0.0,26.739477,0.2714419,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.100222,0.0,0.0011703843,0.0,0.0,27.272728,0.27272728,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.0,0.0,0.0,27.35458,0.27272728,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.053770967,0.04107572,0.0,27.272728,0.2701527,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.905062,0.0,0.0,0.0,0.0,22.232332,0.2777778,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.05780912,0.0,0.0,27.351767,0.27272728,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,12.316748,0.0,0.034475666,0.032069083,0.0,26.596363,0.2777778,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.6210814,0.0,0.05758766,0.038038474,0.0,26.666666,0.27272728,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,7.9114194,0.0,0.07787877,0.022721073,0.0,26.662903,0.2656875,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,1.8058448,0.0,0.060600087,0.039952934,0.0,25.641026,0.25641027,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,13.2,0.0,0.0,0.051646527,0.0,25.806496,0.2538254,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.6,0.0,0.062298037,0.0,0.0,28.328762,0.27022916,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.09399827,0.055970177,0.0,27.272728,0.29,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.091,0.0,0.029891636,0.024591612,0.0,26.91111,0.27996346,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.124156,0.0,0.0019443046,0.05527336,0.0,29.177252,0.27722725,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.748223,0.0,0.0,0.048008997,0.0,27.193548,0.27664554,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.0,0.0,0.0,27.272728,0.27272728,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.0,0.033667263,0.0,25.650852,0.26005265,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,12.564376,0.0,0.0,0.030278856,0.0,26.728838,0.2762138,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.0,0.021871325,0.0,28.234652,0.27272728,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.590318,0.0,0.13933885,0.0,0.0,25.641026,0.26939955,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.935968,0.0,0.09726902,0.0,0.0,28.328531,0.26724458,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.047505416,0.0,0.0,25.713486,0.2779592,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.676832,0.0,0.0,0.0,0.0,25.0,0.27806875,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,4.0503902,0.0,0.036027685,0.039861403,0.0,26.666666,0.26023716,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.099837005,0.08736697,0.0,26.666666,0.2726239,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,15.822691,0.0,0.044391815,0.0,0.0,27.272728,0.26104486,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.3040147,0.0,0.093944095,0.08729898,0.0,26.59207,0.27272728,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.823953,0.0,0.06174838,0.055120647,0.0,26.81575,0.26676285,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.0,0.0,0.0,26.233027,0.25996533,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.0,0.0679005,0.0,25.727394,0.26761407,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.035778105,0.011731292,0.0,28.648018,0.25667474,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.629137,0.0,0.028549783,0.062560596,0.0,27.29318,0.26577565,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.0,0.029456524,0.0,26.666666,0.25,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.012981904,0.07776374,0.0,27.272728,0.25252524,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.342778,0.0,0.000277705,0.023891032,0.0,26.17408,0.26442516,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,11.760478,0.0,0.0,0.0,0.0,24.5,0.2777778,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.450019,0.0,0.0,0.0,0.0,27.272728,0.27917695,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.05557147,0.0,0.0,26.639454,0.26729035,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.091,0.0,0.0,0.0,0.0,26.413433,0.25996533,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,5.955385,0.0,0.054025605,0.006406909,0.0,26.75574,0.25252524,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.10053751,0.039455853,0.0,26.789919,0.2595893,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.091,0.0,0.014658159,0.0438968,0.0,26.595465,0.2599457,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.057874646,0.0,0.0,27.037989,0.2785618,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.143002,0.0,0.0,0.021855803,0.0,25.0,0.28666374,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,5.691114,0.0,0.00022907654,0.08569384,0.0,29.161858,0.2701033,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.736906,0.0,0.0,0.050559517,0.0,28.339323,0.26376086,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
41.285515,1.7179967,99.0,9.846447,0.0,0.1,0.011273121,0.0,27.272728,0.25,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,13.2,0.0,0.06081942,0.061717447,0.0,28.134777,0.25252524,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.0014327134,0.0,0.0,27.155504,0.26246223,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,16.12584,0.0,0.10176776,0.06263097,0.0,27.110641,0.27878475,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.411656,0.0,0.0,0.08099494,0.0,25.68189,0.2776722,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,11.973252,0.0,0.075209804,0.0,0.0,27.376905,0.25996533,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.6,0.0,0.124377646,0.030720124,0.0,27.272728,0.27011365,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.41401,0.0,0.0,0.03170267,0.0,26.666666,0.27920175,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.167142,0.0,0.00094990234,0.080019675,0.0,25.647385,0.2637378,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.017124373,0.062277194,0.0,25.42409,0.28056163,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.091,0.0,0.0,0.061395235,0.0,26.667637,0.25641027,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.08910853,0.048007954,0.0,26.343431,0.27272728,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.1160793,0.0,0.096529365,0.0,0.0,25.699556,0.2679309,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.452848,0.0,0.05663327,0.0,0.0,26.287037,0.27272728,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.0058123255,0.0,0.0,25.624681,0.2640795,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.091,0.0,0.063595116,0.0470266,0.0,26.666666,0.25940415,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,13.20763,0.0,0.0,0.023902567,0.0,25.958984,0.26692995,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.0011149744,0.064470515,0.0,26.009584,0.2641916,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.17354,0.0,0.069994584,0.09439938,0.0,26.644543,0.28834036,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,8.551156,0.0,0.0,0.0,0.0,26.776659,0.27272728,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.7346787,0.0,0.057365596,0.03994906,0.0,27.272728,0.2777778,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,12.792164,0.0,0.03868574,0.034911085,0.0,26.244745,0.26786008,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.7028227,0.0,0.011374154,0.04364375,0.0,28.85676,0.2670604,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.098322,0.0,0.14803225,0.0,0.0,27.653965,0.25999936,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.091,0.0,0.04231076,0.055493623,0.0,27.272728,0.25996533,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,11.257799,0.0,0.06898597,0.047992475,0.0,26.665758,0.26050833,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,8.863222,0.0,0.016583819,0.0,0.0,25.641026,0.2777778,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.091,0.0,0.068214,0.037057612,0.0,29.70297,0.25,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.0,0.0,0.0,26.704004,0.28558627,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,12.988056,0.0,0.0003567676,0.0636167,0.0,27.777779,0.27809083,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.034420498,0.0,0.0,27.272728,0.27272728,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,8.806365,0.096162215,0.0,0.11609122,0.0,26.666666,0.25252524,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.711332,0.0,0.087537564,0.038413797,0.0,28.083982,0.26104215,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,7.5528316,0.0,0.0,0.0,0.0,29.411764,0.25996533,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
50.0,1.7179967,99.0,250.0,0.0,0.09920742,0.19952488,0.0,40.0,0.1980198,160.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.426401,0.0,0.035347342,0.038649026,0.0,26.597446,0.2777778,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.6,0.0,0.04638225,0.0,0.0,27.18392,0.26556665,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.3532076,0.0,0.08900784,0.088515475,0.0,26.397846,0.27924952,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.045935966,0.052852664,0.0,27.656214,0.25996533,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,4.0,0.0,0.07336967,0.08778055,0.0,25.916319,0.25617588,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,250.0,0.0,0.094636865,0.22502889,0.0,26.666666,0.26779106,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.0,0.064214796,0.0,27.953234,0.2775349,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,13.017872,0.0,0.040658653,0.06180058,0.0,27.065971,0.27010617,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.0,0.047464307,0.0,28.202402,0.2857143,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.043013647,0.031117728,0.0,26.610405,0.27272728,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,12.697383,0.0,0.06378742,0.039908778,0.0,27.272728,0.28366223,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,13.2,0.0,0.0,0.039911687,0.0,27.09652,0.26061445,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.6,0.0,0.0,0.039932273,0.0,27.272728,0.2879309,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.985838,0.0,0.0,0.08778055,0.0,27.82374,0.27272728,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,12.563467,0.0,0.0021603208,0.0,0.0,26.101976,0.2772238,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.9124155,0.0,0.089349955,0.06503926,0.0,25.641026,0.25229722,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.091,0.0,0.02673773,0.07986603,0.0,27.278484,0.26122758,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,15.812308,0.0,0.0,0.06492606,0.0,27.11092,0.26357633,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.033576004,0.03989577,0.0,25.85435,0.27240604,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,13.279732,0.0,0.09010696,0.0798488,0.0,27.276577,0.26763695,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.674049,0.0,0.032042336,0.039080035,0.0,27.683985,0.26076326,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,7.907637,0.0,0.09001036,0.019668018,0.0,26.666666,0.26176962,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.03819212,0.01712239,0.0,27.272728,0.26443833,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,6.5642056,0.0,0.0,0.052106906,0.0,29.850746,0.27272728,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.7313595,0.0,0.04781516,0.04994874,0.0,26.666666,0.28963405,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.111087084,0.00016086381,0.0,25.230263,0.25252524,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,11.572911,0.0,0.0,0.0,0.0,27.852907,0.25996533,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,13.2,0.0,0.09256125,0.07952884,0.0,29.221869,0.25087252,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,10.0,0.0,0.09678275,0.039135594,0.0,25.121035,0.27270803,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.616132,0.0,0.11821133,0.0,0.0,26.893774,0.2700658,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,9.091,0.0,0.0,0.0,0.0,25.0,0.26053518,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
400.0,0.0,99.0,7.6079073,0.0,0.03926481,0.049540635,0.0,26.717749,0.27962688,170.0,168.0,MWW,CCCCCCC[N+](C)(C)C
