zeo,osda,Si/Al_rec,Al/P_rec,Si/Ge_rec,Si/B_rec,Na/T_rec,K/T_rec,OH/T_rec,F/T_rec,H2O/T_rec,sda1/T_rec,cryst_temp_rec,cryst_time_rec
MTW,C[N+]1(Cc2ccccc2)CCC(CCCCCC2CC[N+](C)(Cc3ccccc3)CC2)CC1,0.0,0.0,1.0,1.0,1.0,1.0,0.058823529411764705,1.0,0.0,0.0,0.0,0.0
BEA,C(CC[N+]12CCN(CC1)CC2)C[N+]12CCN(CC1)CC2,0.0,0.0,1.0,0.875,0.3125,1.0,0.1875,0.8125,0.0625,0.25,0.1875,0.0
MWW,CCCCCCC[N+](C)(C)C,0.0,0.0,1.0,0.0,1.0,0.6875,0.9375,1.0,0.0,1.0,0.0,0.0
MFI,CCN,0.0,0.0,1.0,1.0,0.2,1.0,0.9333333333333333,0.7333333333333333,0.0,0.0,0.7333333333333333,0.0
TON,NCCCCCCCCN,0.0,0.0,0.9285714285714286,0.9285714285714286,1.0,0.14285714285714285,0.2857142857142857,1.0,0.0,0.42857142857142855,0.7142857142857143,0.0
AFR,CCC[N+](CCC)(CCC)CCC,0.0,0.8571428571428571,0.35714285714285715,0.35714285714285715,1.0,1.0,1.0,1.0,0.42857142857142855,0.0,0.07142857142857142,0.6428571428571429
AST,c1ccncc1,0.0,0.07142857142857142,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.07142857142857142,0.0,0.0
AEI,C[C@H]1C[C@@H](C)C[N+](C)(C)C1,0.35714285714285715,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MTT,C[N+](C)(C)CCCCCCC[N+](C)(C)C,0.14285714285714285,0.0,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.8571428571428571,0.2857142857142857,1.0,0.07142857142857142,0.0,0.8571428571428571,0.0
LTA,Cc1ccc(C[n+]2ccn(C)c2C)cc1,0.0,0.0,0.6153846153846154,1.0,1.0,1.0,1.0,0.3076923076923077,0.0,0.0,0.38461538461538464,0.0
SWY,C1CCCC(CCCCCCC2(N3CCCCCCN3)CCCCCCC2)(N2CCCCCCN2)CCC1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9230769230769231,0.0
STF,CCC1CCCC[N+]12CCCCC2,0.0,0.0,0.0,0.8333333333333334,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.08333333333333333
BEA,CC[N+]1(CC)CC2C3C=CC(C2C1)C1C[N+](CC)(CC)CC31,0.0,0.0,1.0,0.9166666666666666,0.75,0.5833333333333334,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.08333333333333333,0.0
CHA,CC(C)NC(C)C,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
MFI,CCCN(CCC)CCCCCN(CCC)CCC,0.4166666666666667,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
ITE,NCCNCCNCCNCCNCCN,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ISV,CC1(C)CC2CC(C)(C1)C[N+]21CCCCC1,0.0,0.0,0.9090909090909091,0.9090909090909091,1.0,1.0,0.36363636363636365,0.7272727272727273,0.09090909090909091,0.0,0.0,0.0
UFI,CC[N+](CC)(CC)CC,0.0,0.0,1.0,1.0,0.6363636363636364,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MTW,C(CC[N+]12CCC(CC1)CC2)C[N+]12CCC(CC1)CC2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0.9,0.8,0.0,0.0
CLO,C1CN2CCC1CC2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
MTW,CCC(CC)n1cc[n+](C(CC)CC)c1,0.0,0.0,1.0,0.7,0.7,1.0,0.4,0.7,0.1,0.6,0.0,0.1
AFI,[CH]1C=CC=C1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.2,1.0,0.0
MFI,CC[N+](CC)(CC)CCC[N+](CC)(CC)CC,0.9,0.0,1.0,1.0,0.4,0.8,0.0,1.0,0.0,0.0,1.0,0.0
LAU,c1c[nH]cn1,0.0,0.0,0.2222222222222222,0.2222222222222222,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0
LEV,CC[N+](C)(C)CC,0.0,0.0,0.7777777777777778,0.8888888888888888,0.6666666666666666,1.0,0.5555555555555556,1.0,0.5555555555555556,0.0,0.0,0.0
OFF,C[N+](C)(C)Cc1ccccc1,0.1111111111111111,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
FER,NCCCCN,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.4444444444444444,0.1111111111111111,0.0
DDR,C[N+]1(C)C2CCC1CC(O)C2,0.0,0.0,1.0,1.0,0.2222222222222222,1.0,0.1111111111111111,1.0,0.0,0.8888888888888888,0.6666666666666666,0.2222222222222222
STI,CC[N+](CC)(CC)CC,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
AFX,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,1.0,1.0,1.0,0.8888888888888888,0.0,0.0,0.0,0.3333333333333333
STF,CC1(C)C2CCC[N+](C)(C)C1C2,0.0,0.0,1.0,0.7777777777777778,1.0,1.0,1.0,1.0,0.0,0.0,0.5555555555555556,0.1111111111111111
MTN,C1CCNC1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.0,0.0,1.0,0.0
AFI,CCN(C(C)C)C(C)C,0.0,0.8888888888888888,0.0,0.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.0,0.0,0.0
AEN,CC[N+](CC)(CC)CC,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.3333333333333333,0.0,0.0
BEA,c1ccc(C[N+]23CCC(CC2)CC3)cc1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0
AST,CC(C)[N+](C)(C)C,0.0,0.0,0.125,0.875,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MTW,C1CN2CCN1CC2,0.0,0.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0
BEC,CCC[N+]1(CCC)CCC([N+]2(CCC)CCCC2)CC1,0.0,0.0,0.0,0.625,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
MTW,C1CCC[N+]2(CC1)CCCCC2,0.0,0.0,1.0,1.0,0.375,1.0,0.0,1.0,0.0,1.0,0.0,0.0
BEC,OCC1CCCN1Cc1cccc(CN2CCCC2CO)c1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
ITE,C1CC[N+]23CCCCC2(C1)CCCC3,0.375,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MFI,C1CCNC1,0.0,0.0,1.0,1.0,0.0,1.0,0.75,1.0,0.0,0.0,0.5,0.0
MTW,CC(C)(C)c1cccc(C(C)(C)C)n1,0.0,0.0,1.0,1.0,0.0,1.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0
NON,CC1CCCN1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.14285714285714285,0.0
SFS,CC[N+]1(CC)C(C)CC[C@H]2CCCCC21,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,1.0,0.0,0.0,1.0,0.0
MTN,N[C@@H]1C[C@H]2CC[C@@H]1C2,0.0,0.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,0.0,0.0,0.14285714285714285,0.0
STF,CC12CCC(C[N+](C)(C)C1)C2(C)C,0.0,0.0,0.8571428571428571,0.7142857142857143,1.0,0.8571428571428571,0.8571428571428571,1.0,0.14285714285714285,0.0,0.7142857142857143,0.0
BEC,CC[N+](CC)(CC)Cc1ccccc1,0.0,0.0,0.0,0.7142857142857143,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
CHA,CN(CCO)CCO,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0
FAU,Cc1cccc(C)[n+]1C,0.0,0.0,1.0,1.0,0.14285714285714285,1.0,0.2857142857142857,1.0,0.8571428571428571,0.0,0.0,0.0
NON,CC1CCCCN1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.14285714285714285,0.14285714285714285
CHA,CN1CCNCC1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.0,0.0,0.0
ERI,C[N+]1(C)CCCCC1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AFI,C1CCCNCC1,0.0,0.7142857142857143,0.5714285714285714,0.5714285714285714,1.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.0,0.0
BEA,CCC[N+]1(CCC)CCC([N+]2(CCC)CCCC2)CC1,0.0,0.0,0.0,0.5714285714285714,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
ITE,C[N+]1(C)CCCCC2CCCCC21,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MFI,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.0,0.0,0.16666666666666666,0.16666666666666666
MFI,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
AVE,C1CC[N+]2(CC1)CCCC2,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
MWW,CCCCCC[N+](C)(C)C,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
STW,CCc1n(C)cc(C)[n+]1C,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0
FER,CCCCN,0.0,0.0,0.8333333333333334,0.5,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0
TON,CC(N)CN,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.8333333333333334,1.0,0.0,0.0,1.0,0.0
ETL,C[N+](C)(C)CCO,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
ERI,C[N+]1(CCC[N+]2(C)CCCC2)CCCC1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.0,0.0
UOZ,C[N+](C)(C)CCCCCC[N+](C)(C)C,0.0,0.0,0.0,0.8333333333333334,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333
SZR,CC[N+](CC)(CC)CCCCC[N+](CC)(CC)CC,0.3333333333333333,0.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.5,0.16666666666666666,1.0,0.0,0.0,1.0,0.0
MEI,CN(CCO)CCO,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
AEL,CCNCC,0.0,1.0,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0
CHA,NCCNCCN,0.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.16666666666666666,0.0,0.0
MTW,C[N+]12CCCCC1C[C@H]1C[C@@H]2CC2CCCC[N+]21C,0.0,0.0,1.0,0.16666666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,0.5,0.0,0.0
AEL,CCCCNCCCC,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0
MFI,CCCNCCC,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.8333333333333334,0.0,0.0,0.8333333333333334,0.0
GIS,C[N+](C)(C)C,0.0,0.0,0.5,0.5,0.6666666666666666,0.8333333333333334,0.0,1.0,0.0,0.0,0.0,0.5
FER,NC1CCCCC1,0.0,0.0,1.0,1.0,0.0,0.2,0.0,1.0,0.2,0.2,0.2,0.0
SOD,C1CCC2(C1)CCC[NH2+]2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
DOH,CC1CNCCN1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2,0.0
TON,CCC(C)N,0.0,0.0,1.0,1.0,0.2,1.0,0.6,1.0,0.0,0.0,1.0,0.0
STF,CC1(C)CC2CC(C)(C1)C[N+]2(C)C,0.0,0.0,0.4,0.4,1.0,1.0,1.0,1.0,0.0,0.0,0.2,0.0
MOR,CC[N+](CC)(CC)CCC[N+](CC)(CC)CC,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
AFI,Fc1cccc(CN2CCCC2)c1,0.0,1.0,0.6,0.6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.2
AFI,CN1C2CCC1CC(O)C2,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0
MFI,C(CCC[N+]12CCC(CC1)CC2)CC[N+]12CCC(CC1)CC2,0.0,0.0,1.0,1.0,0.8,1.0,1.0,0.4,0.2,0.6,0.2,0.0
IFW,CN(C)[P+](CCCC[P+](N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,0.0,0.0,1.0,0.0,1.0,1.0,0.2,0.8,0.0,1.0,0.0,0.0
AWO,CNC,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2
JST,NCCN,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8,0.0,0.0,0.8,0.0
MFI,CN(C)CC(C)(C)CN(C)C,0.0,0.0,1.0,1.0,0.0,1.0,0.6,1.0,0.0,0.0,1.0,0.0
STF,CC[N+]1(C)C2CCCC1CCC2,0.0,0.0,1.0,0.8,1.0,1.0,1.0,1.0,0.0,0.0,0.6,0.0
PWN,C[N+]12CC[N+](C)(CC1)CC2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MFI,CC[N+](CC)(CC)CCCCCCCCC[N+](CC)(CC)CC,1.0,0.0,1.0,1.0,0.2,0.8,0.0,1.0,0.0,0.0,1.0,0.0
AEN,C[N+](C)(C)C,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2
BEA,C[N+](C)(Cc1ccccc1)Cc1ccccc1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BEA,CC1CC(C)C[N+]2(Cc3ccccc3C2)C1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
MFI,CC[N+](CC)(CC)CCCCCCC[N+](CC)(CC)CC,1.0,0.0,1.0,1.0,0.5,0.75,0.0,1.0,0.0,0.0,1.0,0.0
MTW,CC[N+]1(CC)CCCC2CCCCC2C1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MTW,C[N+](C)(C)CCCC[N+](C)(C)C,0.75,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
MOR,CN(C)CCCN(C)C,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0
CTH,Cc1cc(C)cc(Cn2cc[n+](C)c2)c1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
CGS,C1CN2CCC1CC2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
BEA,CC1CC[N+]2(CCCC3CCCCC32)CC1,0.0,0.0,1.0,1.0,0.25,1.0,0.0,1.0,0.0,0.0,0.25,0.0
MRE,CC[N+](C)(C)CCCCCC[N+](C)(C)CC,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0
LAU,Cn1ccnc1,0.0,0.0,0.75,0.75,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
EMT,CC[N+](CC)(CC)CC,0.0,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.0,0.25,0.0,0.0
TON,CCn1cc[n+](CC)c1,0.0,0.0,1.0,1.0,1.0,1.0,0.75,0.25,0.25,1.0,0.0,0.0
CTH,Cc1cc(C)cc(Cn2cc[n+](C)c2C)c1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
SAV,C1CNCCNCCCNCCNC1,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.25
DDR,C1CN2CCC1CC2,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
BEA,C[N+](C)(C)Cc1ccccc1,0.0,0.0,1.0,1.0,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MEL,CCCN,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
MTW,N[C@H]1CC[C@H](N)CC1,0.0,0.0,1.0,1.0,0.0,1.0,0.25,1.0,0.0,0.0,1.0,0.0
ATS,CCCNCCC,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
MWW,c1ccc(C[N+]23CCC(CC2)CC3)cc1,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
AFI,C1CN2CCN1CC2,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
IHW,C[N+]1(C)CC2C(C1)C1C[N+](C)(C)CC21,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
MTW,C[N+](C)(C)C1CC2CC1C1CCCC21,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0
IFR,OC1C[N+]2(Cc3ccccc3)CCC1CC2,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0
MTW,NCC1CCNCC1,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.0
FAU,C(CCN1CCOCCOCCOCCOCC1)CN1CCOCCOCCOCCOCC1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
FER,Cn1cc[n+](C)c1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
AEL,CCN1C=CN(C)C1C(=O)[O-],0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
AEN,OSDA-free,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0
MTW,C[N+]1(C2CCCCC2)CCCC1,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
MTW,CN(C)CCCCCC[N+](C)(C)Cc1ccc(C[N+](C)(C)CCCCCCN(C)C)cc1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
GIS,NCCN,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0
MTW,C[N+](C)(C)CCCCC[N+](C)(C)C,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,1.0,0.0
EUO,C[N+](C)(C)CCCCC[N+](C)(C)C,0.6666666666666666,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
MFI,CCn1ccc[n+]1CCCCCC[n+]1cccn1CC,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
BEA,CCC[N+]1(C)CCCC1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
LTJ,OSDA-free,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
